number,filename,tempo,scale,chromagram,zero_crossing_rate,spectral_rolloff,spectral_centroid,spectral_bandwidth,rmse,danceability,percentile_10,percentile_90,dynamic_comp
157,supercollider/SC_200402_195459.aiff,86.1328125,0.0,0.3478010162308612,0.03294220842429124,3090.8604849498934,1600.420468872801,1812.2286541592825,0.044658800619089896,1.7651884505834197,52.19567853507829,72.63505323815993,4.37967599619127
158,supercollider/SC_200402_195731.aiff,107.666015625,1.0,0.36389855656557357,0.03783227293895199,3219.1267104035287,1663.809602178949,1923.1179801860885,0.07742663540486712,1.4833703192473986,57.67357172316309,127.59689422974668,3.81101986647369
159,supercollider/SC_200402_195910.aiff,129.19921875,0.0,0.3905699744686191,0.0420039301240106,3563.5438156965483,1743.9227348915128,1898.787129187637,0.08273840268079452,1.1145271365639866,33.49635432990718,160.83936751499948,4.910764278656919
160,supercollider/SC_200402_200118.aiff,150.732421875,1.0,0.4033092689935611,0.053079790772190084,4885.612992878554,2408.3828055787117,2387.195362266508,0.10017324947184203,2.01948995321782,58.08545484623001,143.95548808452583,4.034994864739915
161,supercollider/SC_200402_200333.aiff,172.265625,0.0,0.39984851243895997,0.05259977170530697,5637.556004916194,2440.671646601324,2679.793526695523,0.11702621092186069,1.2333730443993862,66.41186477269895,187.55032669963597,2.9917134337254336
162,supercollider/SC_200402_200511.aiff,86.1328125,1.0,0.2944130901424438,0.044065746938085265,3874.748279272633,2129.284593188081,2366.154621024696,0.06231966754896502,1.4789282094599625,14.378372408120034,113.2621882721363,7.1483512211621365
163,supercollider/SC_200402_200702.aiff,107.666015625,0.0,0.30101861014037856,0.044684902669579515,4068.057417076347,2022.1125017008876,2273.4200479678266,0.09727030195260106,1.6227914366216754,97.44677889249633,130.42886108694967,2.6061541796147187
164,supercollider/SC_200402_200939.aiff,129.19921875,1.0,0.4950728946449458,0.014908193156270837,1084.7515930347872,751.7448494691248,983.842138719053,0.22960815315422925,1.477757910505261,291.0652606281142,321.18852303272047,1.609937954690798
165,supercollider/SC_200402_201138.aiff,150.732421875,0.0,0.47096610262830285,0.023194640181816904,1654.5776195882613,976.2797798676588,1066.0435649837464,0.26779294670471193,1.3904967164204436,299.41041871364433,495.6412146652651,2.2527736231615876
166,supercollider/SC_200402_201339.aiff,172.265625,1.0,0.38897546033148556,0.022335061269040613,1701.8818217515359,1014.0015143629481,1065.1073434960824,0.31640284837759663,1.093709671292562,299.7338150442691,520.3838749695827,1.8051372901994664
167,supercollider/SC_200402_201525.aiff,86.1328125,0.0,0.3017852997120594,0.019657734309338357,1139.2698319111432,902.0030914069471,1117.544765329984,0.1662164080851157,1.0351419706736409,174.20876432153605,299.3304469080723,4.947933285365754
168,supercollider/SC_200402_201750.aiff,107.666015625,1.0,0.31209302079695944,0.02108799662853548,2053.3687177909324,1167.4871249122366,1357.4501297060401,0.20813811294035245,1.0713093930994266,85.37316285798178,411.6101253445628,3.841245307022882
169,supercollider/SC_200402_201937.aiff,129.19921875,0.0,0.3239665199923847,0.0217123258506043,2201.5301306146266,1238.6705034391275,1551.405232839685,0.26800274165531174,1.3178976543353378,311.712985019036,473.27120629293074,1.7177816067364264
170,supercollider/SC_200402_202203.aiff,150.732421875,1.0,0.44442980080009964,0.016263390377730592,1337.2326617608796,785.9701171313295,966.4372721412036,0.2942413973574602,1.322714015268473,178.70693513823937,504.24547594992475,2.418790872849771
171,supercollider/SC_200403_115414.aiff,172.265625,0.0,0.504045706055716,0.022807536099753084,2194.8769250808896,1137.2543339337744,1272.0891631259544,0.22605357376335677,0.9821008704579464,91.66239979039088,452.22916902398674,2.9118068177440857
172,supercollider/SC_200403_142105.aiff,86.1328125,1.0,0.4375687520054128,0.02683684326191088,1951.763074825964,1300.4378528136795,1621.1352843871218,0.13299569453880158,1.155504580520561,27.151204915947645,340.4095822055657,7.880239288283419
173,supercollider/SC_200403_142415.aiff,107.666015625,0.0,0.501080168746022,0.045450839231986846,3552.2062682834053,2130.2395880813565,2217.9525264882295,0.2085327008065385,1.4016830446761834,99.89612899048899,383.0856607173987,5.971011850543283
174,supercollider/SC_200403_143413.aiff,129.19921875,1.0,0.2742502016986909,0.024871699544599304,2111.0772938829477,1213.445324714363,1379.76996843826,0.21534303300080485,1.0342211724827388,115.34987836930166,457.02646306712484,2.9119640286552433
175,supercollider/SC_200403_143550.aiff,150.732421875,0.0,0.42741781509441357,0.019659599969829064,2048.1288015377286,1066.5163677318449,1118.4835716332584,0.24639061670586837,1.416064431714813,242.78347676819146,411.82846287069424,1.877483122906947
176,supercollider/SC_200403_143717.aiff,172.265625,1.0,0.6031173624309342,0.018451502899371048,1754.6887817760626,927.4849116056599,1026.2770112914573,0.2053582046169399,0.9943386338743825,133.372946658465,480.6049620967566,3.496564175571526
177,supercollider/SC_200403_143830.aiff,86.1328125,0.0,0.47396883684138036,0.02496407590090021,2576.9215093263074,1403.4238822989043,1647.0744824138035,0.07226100371686939,1.6444468350390395,41.849569373797955,116.08446094124938,5.8711268113119734
178,supercollider/SC_200403_144036.aiff,107.666015625,1.0,0.31385541111108295,0.04436857219516045,4608.296913849943,2207.7767647019045,2380.177707730749,0.13854348930119498,1.1761748810946444,31.372632210392954,278.0388572615233,5.106291684523597
179,supercollider/SC_200403_144221.aiff,129.19921875,0.0,0.428141632784386,0.03016363923641087,2584.7596545726656,1348.0115542937833,1383.2074107993005,0.13706508064017775,1.0905112164012722,58.871135364328126,287.8247650583569,4.18904588713259
180,supercollider/SC_200403_144405.aiff,150.732421875,1.0,0.4330915036514154,0.034628001528422256,3753.6138835293423,1778.1729810400811,1831.2028445812462,0.1710863602187876,1.276053976329491,65.59437060109737,301.14709530334505,3.193187557144676
181,supercollider/SC_200403_144624.aiff,172.265625,0.0,0.35976072350611127,0.03987381708734339,5128.336054200636,2354.428333812786,2629.1988821904465,0.3056991461507538,1.3412963883981266,362.7168405368463,474.73192915937545,1.3861199145850671
182,supercollider/SC_200403_144839.aiff,86.1328125,1.0,0.2929729870064571,0.020233876412856434,1812.648755591187,1072.1534438790268,1218.3242234407694,0.2164372858294092,1.2810159171093805,245.70752921092225,312.0137687891414,1.5161886905065
183,supercollider/SC_200403_145147.aiff,107.666015625,0.0,0.31423878169227953,0.058509686483888455,5843.378464482465,2932.078135240253,3140.3558240350767,0.16647372432526295,0.7609435745514914,80.57775421498877,400.8394361400956,6.589014008316503
184,supercollider/SC_200403_145352.aiff,129.19921875,1.0,0.4899814588640685,0.02108300761280816,1632.275799325482,943.367832831656,1104.2942166836474,0.22272135567691972,1.2900835265378614,118.57545525587358,378.8598051723019,2.7443344825003875
185,supercollider/SC_200403_145533.aiff,150.732421875,0.0,0.5284571928176889,0.019580722080012568,1754.9587552112564,1020.3597756421635,1223.4373300133034,0.21702842715029938,1.5854752239277228,273.31197336609637,381.4574761186002,2.707431874988272
186,supercollider/SC_200403_145741.aiff,172.265625,1.0,0.443752053615982,0.022007446128796807,1815.6589695764176,1087.4367936600063,1395.776407967529,0.2638087156180606,1.4332084397333769,325.04420051134156,411.1690747617712,1.6496994249297554
187,supercollider/SC_200403_145927.aiff,86.1328125,0.0,0.5465106402274005,0.039764991669490955,2288.8928089162537,1779.2834539740616,1830.0746352339588,0.11988097289888193,1.4976808408240774,28.727658844804033,205.68971323782978,9.147101426532931
188,supercollider/SC_200403_150756.aiff,107.666015625,1.0,0.424149079170039,0.03093929307615756,3967.3420815361605,1904.0529365037412,2540.1767948350002,0.19495901323814965,1.3166268305719901,200.54529941407168,297.9971836801067,2.545938862132413
189,supercollider/SC_200403_161619.aiff,129.19921875,0.0,0.4797802210088268,0.021826968577575184,1706.9310460000404,943.591058060987,1041.439283981482,0.14764460028544452,1.2154644591763293,104.4826301960211,233.9635762284145,3.123655850297036
190,supercollider/SC_200403_162737.aiff,150.732421875,1.0,0.49005734880148477,0.02670257670259968,2012.7869316636227,1170.9422652204844,1300.7139932244236,0.18116562137601508,0.8459708085306697,33.77091073589595,462.20274462772716,5.182167432962936
191,supercollider/SC_200403_165458.aiff,172.265625,0.0,0.4452062410163568,0.031022363427233385,3717.024040572074,1804.5191671367998,2139.6507720248846,0.30276223463011576,1.3675453630375727,280.72809398824614,467.48203688665444,1.6377263733663967
192,supercollider/SC_200403_165644.aiff,86.1328125,1.0,0.38893955319590306,0.05102210879829351,5398.601063443644,2447.5588399139306,2742.8629916077434,0.11227836149664294,1.3654384173861005,88.66475003439204,225.15191383185558,3.7009636351414597
193,supercollider/SC_200403_165855.aiff,107.666015625,0.0,0.3510766653106494,0.039284574113778024,3935.4665079496867,1922.8580031226916,2038.3690739656004,0.1222543368080051,1.4627360174223565,74.14820875957638,225.77681870790175,4.424883484923306
194,supercollider/SC_200403_170102.aiff,129.19921875,1.0,0.3203446456440713,0.042160976558956544,2996.621319077681,1683.8194344180672,1707.077753907187,0.07743520535328,1.0184577957324623,26.700728115147037,292.434596322204,8.65423460452862
195,supercollider/SC_200403_170228.aiff,150.732421875,0.0,0.4235884429022605,0.05234879283705505,4392.575721863701,2340.1588916300975,2466.2631855184986,0.141796563315123,1.1874279994822547,122.30350264537286,266.7717744905533,4.353279222655268
196,supercollider/SC_200403_170401.aiff,172.265625,1.0,0.5131837625171622,0.050584043393442225,5151.558916210111,2698.0879479174314,2884.2728463997355,0.20566077715391545,1.0980419735750586,118.6230504684199,437.16019887218624,5.433090706707517
197,supercollider/SC_200403_170538.aiff,86.1328125,0.0,0.316668601048112,0.09018715405936481,7283.430359118058,3465.259273748557,3343.4726941962244,0.07257141661325699,1.2015834321086594,14.70622461252136,166.98409822457484,6.142044178847502
198,supercollider/SC_200403_170819.aiff,107.666015625,1.0,0.5218635386835242,0.012294641969506288,844.5727772802873,622.3285489688835,1042.8876144756232,0.17222604357442936,1.4880089505075906,83.50854649491022,328.55366977056053,4.856218664002698
199,supercollider/SC_200403_183248.aiff,129.19921875,0.0,0.4608998260757672,0.016886518140107082,1147.830446006908,746.8216618481392,829.4896117645234,0.22396087294240782,1.060782815502228,174.03356620729986,381.82452861673846,2.2008417030930136
200,supercollider/SC_200403_183441.aiff,150.732421875,1.0,0.4054647289427453,0.02184179010985892,1652.698026706938,1023.3731284029509,1196.820682879531,0.35338996169156456,1.3066606108608214,413.6632264158352,565.9210390842322,0.9829348403771991
201,supercollider/SC_200403_183634.aiff,172.265625,0.0,0.4274885459606254,0.03176567281064692,2139.991091908249,1329.1738538084974,1552.9170127684783,0.2856173940222083,0.7812251339173676,38.83444694468676,614.4103693048772,5.105879700946127
202,supercollider/SC_200403_183807.aiff,86.1328125,1.0,0.336946072463314,0.052471793509158794,3035.280204755288,2075.391855258619,2166.259318852205,0.11582128924227811,1.3177389428694362,57.629788848692506,252.00291411430845,8.099717852290032
203,supercollider/SC_200403_183953.aiff,107.666015625,0.0,0.3211334160405068,0.04843325013632132,4426.219542892314,2228.0193657226355,2431.8953476858214,0.21117666600925714,1.1148173906285885,23.47800704270062,404.7814418056097,4.3652641534996945
204,supercollider/SC_200403_184126.aiff,129.19921875,1.0,0.5543940105719447,0.013244131119425979,1111.4545016036325,724.9841775067722,1074.975888711261,0.25729866918927463,1.570636947105655,231.4651612980607,408.7587218693882,2.7391300936392473
205,supercollider/SC_200403_184410.aiff,150.732421875,0.0,0.45387683403597523,0.01974187695199401,1666.1671890179682,967.1369240583199,1137.4862165219165,0.2826760614100128,1.0009678374715343,81.98661189690011,598.6540838708004,3.5077660848681
206,supercollider/SC_200403_184925.aiff,172.265625,1.0,0.47600140771447663,0.025011110045098137,2255.4965172455036,1275.3669828584639,1748.3216524539332,0.26889497455639977,1.16968288027686,232.9246908543388,570.2775526986136,2.5645021344313044
207,supercollider/SC_200403_185119.aiff,86.1328125,0.0,0.5577366243959656,0.03783788081150465,3027.940538997781,1931.9971650063305,2169.917662194842,0.13204816532508276,1.6362019894723079,69.13797540908348,238.49481920110537,7.613181928843045
208,supercollider/SC_200403_185404.aiff,107.666015625,1.0,0.4348033866584482,0.11772316366494287,8471.620029762757,4064.657009723946,4004.061030429807,0.16441445392569576,1.0376580341837212,15.11325578414267,347.68937956510933,5.463861077681875
209,supercollider/SC_200403_185540.aiff,129.19921875,0.0,0.4342165938996636,0.03270441829036459,2434.4348229786424,1350.725869647465,1617.3051438119387,0.2104164124916049,1.4091250502171118,229.94912079918387,336.7974828583982,1.752267665178494
210,supercollider/SC_200403_185734.aiff,150.732421875,1.0,0.36426098131768014,0.028927395638583576,2077.2385848780727,1238.0869228415172,1510.4551103340978,0.3141826328223216,1.099243743134269,238.6631828741012,521.1629171950495,1.6256416060108667
211,supercollider/SC_200403_185853.aiff,172.265625,0.0,0.670874694772737,0.05846006471526976,5154.256358556469,2678.9239437197916,2851.074571469815,0.21244233958489483,1.5690468891526907,143.64879873734972,329.0592968160405,4.845369594628914
212,supercollider/SC_200403_190032.aiff,86.1328125,1.0,0.3807422017778611,0.04394715929493884,4078.8442521236957,2343.6371160080807,2796.941757215952,0.1503718257493635,1.2342741451615677,5.417311374979682,284.65677482359007,8.005557110029589
213,supercollider/SC_200403_190235.aiff,107.666015625,0.0,0.31010971905386486,0.029411236839511842,2176.4392473101543,1265.110582628924,1438.3232566768745,0.22135610953674936,1.1496444822724365,146.07609592585803,352.7795832963569,2.7086463419144913
214,supercollider/SC_200403_190444.aiff,129.19921875,1.0,0.32684151560244196,0.02514846682279587,2055.8109465908265,1164.593879301341,1253.772836252313,0.3016729038049199,1.4938642942039546,401.2809753657977,439.5163762322228,0.7806782009114253
215,supercollider/SC_200403_190639.aiff,150.732421875,0.0,0.4482896631030705,0.03821301677071218,5388.799304334327,2380.831809344254,2963.604860750029,0.2061873008459849,0.9383236747362635,181.1880409624713,388.86028039922667,4.0750073163852685
216,supercollider/SC_200403_190815.aiff,172.265625,1.0,0.4583875131713769,0.0245303098272897,3382.768557752508,1660.3087930733445,2070.2889896278357,0.3776445491081727,1.4381377778726243,468.2498050231517,622.7475302601143,0.4877593938350968
217,supercollider/SC_200403_190940.aiff,86.1328125,0.0,0.32758060414317947,0.04473872978578427,2759.0232236419015,2043.7672611164858,2305.433343292857,0.12800628581797704,1.3586466534001933,3.744855767797627,306.07076354464357,10.353908996720545
218,supercollider/SC_200403_191126.aiff,107.666015625,1.0,0.41205987920755915,0.015883000051818936,813.0489730992617,588.6016898537681,719.5935732762518,0.22442939975360449,1.269032409008505,92.79157739979422,416.73354354955984,3.30540682863395
219,supercollider/SC_200403_191330.aiff,129.19921875,0.0,0.5318279235797736,0.011496303832632124,866.0145992142943,641.57011323603,928.6874719685067,0.29327435436031596,1.4105314919092398,277.4132815993422,481.85110547266186,2.410981130174797
220,supercollider/SC_200403_191538.aiff,150.732421875,1.0,0.4239598960289749,0.02262894339566796,1420.3954480249465,1007.5607679856664,1296.9622726606349,0.28185293256563115,1.2811257246143195,61.31704747919,431.20072629201036,2.6607617181808907
221,supercollider/SC_200404_161045.aiff,172.265625,0.0,0.4888514674981764,0.04664088374660592,3240.8266181535064,2021.0977155997116,2205.959305474489,0.35092756614556264,1.2170148958646247,397.5607416401494,583.1655259094414,2.60032069435829
222,supercollider/SC_200404_161155.aiff,86.1328125,1.0,0.3426352898246412,0.015058018982483806,798.4719779490445,742.2425634225594,1016.5272533063228,0.17849976850327126,1.158232108380359,88.58092131808309,344.63234545179944,4.826340502861755
223,supercollider/SC_200404_161639.aiff,107.666015625,0.0,0.44013538992958506,0.016164701744076575,1360.6492204005244,818.9860956481791,905.7284103027931,0.21823684432345308,1.0536573272641967,149.17539572099963,393.23503423514,3.1044953281861445
224,supercollider/SC_200404_161834.aiff,129.19921875,1.0,0.40783057581564364,0.018114902594235552,1040.4583286196655,759.5143241020238,891.9662860804802,0.3103417278614773,1.5024079973099016,349.7834376351315,571.8126692324058,1.4354297992961813
225,supercollider/SC_200404_162010.aiff,150.732421875,0.0,0.40223757513227804,0.028449979757492368,2543.1735597922248,1333.114944173391,1430.731884444003,0.3197137885997404,1.455783051491054,444.0128117618681,527.4280449447641,1.8551713055544123
226,supercollider/SC_200404_162440.aiff,172.265625,1.0,0.32347759481434685,0.0426108474334342,7193.782169912287,2884.078210412182,3730.7106978254687,0.35397228260811614,1.1931053870984494,415.7260771179371,543.056426915876,0.903354272748573
227,supercollider/SC_200404_162553.aiff,86.1328125,0.0,0.32763456802797714,0.023578453143189577,1799.9364796982547,1107.6533465211483,1212.493773957855,0.13287451742833353,1.0949997396701772,38.41113730670928,235.00860439790986,4.731271880226914
228,supercollider/SC_200404_162746.aiff,107.666015625,1.0,0.5559353862756731,0.03321409215746552,3199.956365822417,1882.756230783516,1975.6121902383547,0.13127545434747584,1.245604921227929,54.96971420736975,306.6548631009791,11.308192370476657
229,supercollider/SC_200404_162931.aiff,129.19921875,0.0,0.41818962965902706,0.058534821457465476,8606.24312568779,3862.3827184476936,4507.150540284771,0.22414832286868355,1.1725294983378909,3.477959382642663,370.31282136720995,6.395775006934735
230,supercollider/SC_200404_163100.aiff,150.732421875,1.0,0.470537538583356,0.04868892641535613,3642.932233158359,2309.2237975319435,2434.3006919064146,0.28457175142195845,1.4430010051016833,87.21835620936419,587.241909086398,6.253526934910551
231,supercollider/SC_200404_163252.aiff,172.265625,0.0,0.3542009472413018,0.02596203659330031,2939.1388690376625,1535.3403010681386,1899.7013925150463,0.30280261248108736,1.2211506766743643,339.73708034340746,515.2544458373105,1.0817856239036008
232,supercollider/SC_200404_163609.aiff,86.1328125,1.0,0.6793513583057832,0.013822291069505655,2291.4881035874578,1242.9129277204645,1804.969420852252,0.10031914549323401,1.6428588147511145,102.5724265241988,138.20484939747,3.6552435680688675
233,supercollider/SC_200404_163800.aiff,107.666015625,0.0,0.38298593343535214,0.059470639548250624,5236.310132091885,2533.6678903128254,2862.4677479049296,0.07946544464424656,1.30111182254938,29.73093588999441,169.89149594765175,5.41168474772409
234,supercollider/SC_200404_164003.aiff,129.19921875,1.0,0.35521898676205943,0.06047423748446374,3353.035204524736,2387.890335469025,2221.786289117813,0.2203564637117167,1.304263184737521,93.41318401065658,400.49306972234035,5.175929041147547
235,supercollider/SC_200404_164134.aiff,150.732421875,0.0,0.4576639534349646,0.028339935375809637,4647.227451946925,2078.739949695823,2940.692266699749,0.2993750033551375,1.3144644151499825,383.3002511826805,417.98933045967306,0.8714728098683541
